,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-02-04 00:00:00+00:00,806.98999,812.97998,796.830017,802.98999,7592.00293,,
2014-02-05 00:00:00+00:00,802.0,810.0,775.0,782.330017,8479.501953,,
2014-02-06 00:00:00+00:00,802.99,810.0,779.0,782.33,0.0,,
2014-02-07 00:00:00+00:00,782.33,803.0,752.01,763.75,0.0,,
2014-02-08 00:00:00+00:00,763.75,766.43,630.0,706.0,0.0,,
2014-02-09 00:00:00+00:00,706.0,723.0,665.21,679.0,0.0,,
2014-02-10 00:00:00+00:00,679.0,734.94,666.21,687.37,0.0,,
2014-02-11 00:00:00+00:00,687.37,713.0,535.3,689.4,0.0,,
2014-02-12 00:00:00+00:00,689.4,717.0,631.0,675.0,0.0,,
2014-02-13 00:00:00+00:00,675.0,685.0,632.0,652.72,0.0,,
2014-02-14 00:00:00+00:00,652.72,660.0,601.54,604.01,0.0,,
2014-02-15 00:00:00+00:00,604.01,709.99,541.16,669.0,0.0,,
2014-02-16 00:00:00+00:00,669.0,673.17,628.88,655.83,0.0,,
2014-02-17 00:00:00+00:00,655.83,670.0,590.1,621.0,0.0,,
2014-02-18 00:00:00+00:00,621.0,664.99,610.0,633.66,0.0,,
2014-02-19 00:00:00+00:00,633.66,649.99,610.0,627.7,0.0,,
2014-02-20 00:00:00+00:00,627.7,636.0,617.0,624.84,0.0,,
2014-02-21 00:00:00+00:00,624.84,631.0,560.9,561.86,0.0,,
2014-02-22 00:00:00+00:00,561.86,588.92,530.5,583.99,0.0,,
2014-02-23 00:00:00+00:00,583.99,619.79,562.15,610.77,0.0,,
2014-02-24 00:00:00+00:00,610.77,646.0,600.0,605.0,0.0,,
2014-02-25 00:00:00+00:00,605.0,628.0,532.0,541.07,0.0,,
2014-02-26 00:00:00+00:00,541.07,542.9,400.0,537.0,0.0,,
2014-02-27 00:00:00+00:00,585.23999,599.98999,571.219971,583.0,17048.070312,,
2014-02-28 00:00:00+00:00,584.700012,591.390015,541.0,551.890015,22634.324219,,
2014-03-01 00:00:00+00:00,583.0,591.390015,541.0,550.109985,21176.169922,,
2014-03-02 00:00:00+00:00,550.109985,576.0,550.109985,567.469971,1803.963745,,
2014-03-03 00:00:00+00:00,565.380005,710.0,562.02002,709.900024,44141.363281,,
2014-03-04 00:00:00+00:00,709.900024,709.900024,674.25,675.719971,658.005981,,
2014-03-05 00:00:00+00:00,675.719971,698.98999,633.640015,673.27002,17955.777344,,
2014-03-06 00:00:00+00:00,673.27002,674.0,664.929993,671.02002,558.967651,,
2014-03-07 00:00:00+00:00,671.02002,671.02002,654.969971,669.299988,2736.131348,,
2014-03-08 00:00:00+00:00,669.299988,669.299988,624.549988,631.98999,2060.655518,,
2014-03-09 00:00:00+00:00,631.98999,631.98999,620.26001,620.409973,302.02655,,
2014-03-10 00:00:00+00:00,620.409973,653.0,613.030029,638.880005,8968.910156,,
2014-03-11 00:00:00+00:00,638.880005,638.880005,613.5,629.340027,1640.820068,,
2014-03-12 00:00:00+00:00,629.340027,644.440002,619.48999,633.98999,4474.153809,,
2014-03-13 00:00:00+00:00,633.98999,656.950012,628.799988,633.640015,10342.579102,,
2014-03-14 00:00:00+00:00,633.640015,649.22998,633.640015,642.48999,2219.708252,,
2014-03-15 00:00:00+00:00,642.48999,644.900024,625.289978,629.309998,8041.83252,,
2014-03-16 00:00:00+00:00,629.309998,638.02002,629.309998,637.429993,39.626133,,
2014-03-17 00:00:00+00:00,637.429993,637.429993,632.0,634.950012,375.80481,,
2014-03-18 00:00:00+00:00,634.950012,634.950012,620.0,623.52002,3571.234131,,
2014-03-19 00:00:00+00:00,623.52002,623.52002,606.099976,613.640015,3925.508789,,
2014-03-20 00:00:00+00:00,613.640015,613.640015,610.0,611.190002,15.5226,,
2014-03-21 00:00:00+00:00,611.190002,611.190002,578.659973,588.0,6076.178223,,
2014-03-22 00:00:00+00:00,588.0,588.0,560.059998,572.159973,6351.780762,,
2014-03-23 00:00:00+00:00,572.159973,572.159973,563.0,563.099976,24.373188,,
2014-03-24 00:00:00+00:00,563.099976,566.48999,556.840027,557.299988,889.449463,,
2014-03-25 00:00:00+00:00,557.299988,592.599976,547.0,584.400024,13455.802734,,
2014-03-26 00:00:00+00:00,584.400024,587.47998,568.859985,584.0,7675.043945,,
2014-03-27 00:00:00+00:00,584.0,592.0,565.0,579.200012,10435.660156,,
2014-03-28 00:00:00+00:00,579.200012,581.590027,466.170013,470.529999,35313.429688,,
2014-03-29 00:00:00+00:00,470.529999,532.0,466.100006,499.630005,34260.890625,,
2014-03-30 00:00:00+00:00,499.630005,508.0,486.970001,491.5,7118.651855,,
2014-03-31 00:00:00+00:00,491.5,492.0,436.0,460.0,31636.029297,,
2014-04-01 00:00:00+00:00,453.890015,458.0,450.0,457.48999,742.847595,,
2014-04-02 00:00:00+00:00,485.220001,490.0,475.019989,479.459991,907.166504,,
2014-04-03 00:00:00+00:00,479.459991,494.980011,430.0,439.119995,35078.398438,,
2014-04-04 00:00:00+00:00,439.119995,464.839996,416.200012,449.899994,10442.057617,,
2014-04-05 00:00:00+00:00,449.899994,459.320007,431.019989,452.0,4301.952637,,
2014-04-06 00:00:00+00:00,452.0,464.799988,443.119995,464.799988,2466.93335,,
2014-04-07 00:00:00+00:00,464.799988,465.0,450.369995,459.929993,1496.040405,,
2014-04-08 00:00:00+00:00,459.929993,463.480011,446.0,447.649994,1903.660034,,
2014-04-09 00:00:00+00:00,447.649994,459.799988,446.23999,453.570007,1311.932617,,
2014-04-10 00:00:00+00:00,453.570007,457.290009,438.089996,441.690002,1401.576416,,
2014-04-11 00:00:00+00:00,441.690002,442.459991,358.579987,363.100006,5009.266113,,
2014-04-12 00:00:00+00:00,363.100006,432.209991,340.0,424.0,4131.64209,,
2014-04-13 00:00:00+00:00,424.0,439.5,413.940002,425.279999,2864.192383,,
2014-04-14 00:00:00+00:00,425.279999,426.880005,397.200012,415.769989,2041.346313,,
2014-04-15 00:00:00+00:00,415.769989,475.0,408.0,458.5,4563.793945,,
2014-04-16 00:00:00+00:00,458.5,527.27002,453.350006,521.0,4387.779297,,
2014-04-17 00:00:00+00:00,521.0,547.0,495.0,529.27002,3786.171631,,
2014-04-18 00:00:00+00:00,529.27002,533.799988,484.320007,498.209991,2655.06665,,
2014-04-19 00:00:00+00:00,498.209991,504.049988,470.649994,482.48999,2316.349121,,
2014-04-20 00:00:00+00:00,482.48999,507.429993,472.970001,503.799988,2493.759277,,
2014-04-21 00:00:00+00:00,503.799988,516.059998,493.01001,500.0,1371.847534,,
2014-04-22 00:00:00+00:00,500.0,514.969971,492.98999,496.73999,1717.525024,,
2014-04-23 00:00:00+00:00,496.73999,504.829987,485.200012,490.0,2535.752686,,
2014-04-24 00:00:00+00:00,490.0,495.200012,484.609985,492.0,2032.005737,,
2014-04-25 00:00:00+00:00,492.0,504.799988,480.0,502.200012,1933.633911,,
2014-04-26 00:00:00+00:00,502.200012,503.98999,441.970001,466.519989,4174.989746,,
2014-04-27 00:00:00+00:00,466.519989,470.899994,451.070007,461.480011,1883.309326,,
2014-04-28 00:00:00+00:00,461.480011,461.970001,430.0,430.0,2030.55835,,
2014-04-29 00:00:00+00:00,430.0,452.0,424.440002,442.899994,3943.832764,,
2014-04-30 00:00:00+00:00,442.899994,454.470001,432.019989,448.0,2574.748535,,
2014-05-01 00:00:00+00:00,448.0,453.98999,433.290009,448.850006,2024.282593,,
2014-05-02 00:00:00+00:00,448.850006,465.220001,448.01001,460.970001,1999.998535,,
2014-05-03 00:00:00+00:00,460.970001,462.98999,444.570007,454.5,1929.552979,,
2014-05-04 00:00:00+00:00,454.5,454.5,431.0,439.850006,1832.84021,,
2014-05-05 00:00:00+00:00,439.850006,442.089996,430.0,437.519989,1472.958984,,
2014-05-06 00:00:00+00:00,437.519989,444.950012,425.399994,433.0,1015.788391,,
2014-05-07 00:00:00+00:00,433.0,434.0,420.299988,428.01001,1739.07959,,
2014-05-08 00:00:00+00:00,428.01001,451.98999,425.670013,440.0,2411.251709,,
2014-05-09 00:00:00+00:00,440.0,450.070007,437.609985,437.690002,1641.902222,,
2014-05-10 00:00:00+00:00,437.690002,457.079987,437.690002,452.369995,1796.285034,,
2014-05-11 00:00:00+00:00,452.369995,459.0,449.799988,455.390015,1292.153198,,
2014-05-12 00:00:00+00:00,455.390015,458.0,430.5,440.0,1622.734497,,
2014-05-13 00:00:00+00:00,440.0,443.600006,432.970001,442.5,1561.432617,,
2014-05-14 00:00:00+00:00,442.5,442.75,432.549988,439.119995,1452.085327,,
2014-05-15 00:00:00+00:00,439.119995,449.959991,438.359985,446.0,1151.829834,,
2014-05-16 00:00:00+00:00,446.0,452.670013,444.019989,446.0,1195.55481,,
2014-05-17 00:00:00+00:00,446.0,452.410004,444.529999,447.309998,1450.608276,,
2014-05-18 00:00:00+00:00,447.309998,451.480011,445.48999,449.059998,588.867737,,
2014-05-19 00:00:00+00:00,449.059998,451.429993,444.519989,446.910004,655.148804,,
2014-05-20 00:00:00+00:00,446.910004,450.0,442.25,448.339996,946.603455,,
2014-05-21 00:00:00+00:00,448.339996,500.0,447.140015,488.119995,3306.8396,,
2014-05-22 00:00:00+00:00,488.119995,499.100006,487.109985,493.980011,1436.921387,,
2014-05-23 00:00:00+00:00,493.980011,530.0,492.649994,529.98999,2284.696289,,
2014-05-24 00:00:00+00:00,529.98999,547.070007,519.969971,523.77002,3351.227295,,
2014-05-25 00:00:00+00:00,523.77002,528.890015,515.400024,528.440002,2352.032471,,
2014-05-26 00:00:00+00:00,528.440002,586.109985,527.090027,573.900024,3349.111084,,
2014-05-27 00:00:00+00:00,573.900024,593.030029,565.690002,581.880005,2474.631592,,
2014-05-28 00:00:00+00:00,581.880005,594.809998,550.909973,574.400024,2728.460693,,
2014-05-29 00:00:00+00:00,574.400024,582.26001,564.0,580.659973,2348.517334,,
2014-05-30 00:00:00+00:00,580.659973,581.98999,560.070007,572.369995,3046.696533,,
2014-05-31 00:00:00+00:00,572.369995,628.679993,568.570007,621.0,4210.086426,,
2014-06-01 00:00:00+00:00,621.0,628.5,611.0,627.799988,3991.258057,,
2014-06-02 00:00:00+00:00,627.799988,682.97998,620.0,630.98999,3971.053955,,
2014-06-03 00:00:00+00:00,630.98999,678.0,614.900024,662.0,2958.070312,,
2014-06-04 00:00:00+00:00,662.0,680.98999,650.0,668.900024,2504.268555,,
2014-06-05 00:00:00+00:00,668.900024,673.609985,622.400024,640.719971,2471.385986,,
2014-06-06 00:00:00+00:00,640.719971,669.599976,639.690002,661.47998,2143.224365,,
2014-06-07 00:00:00+00:00,661.47998,662.130005,647.159973,647.159973,1476.576904,,
2014-06-08 00:00:00+00:00,647.159973,657.130005,635.880005,657.130005,1502.707886,,
2014-06-09 00:00:00+00:00,657.130005,661.099976,651.700012,658.0,976.029175,,
2014-06-10 00:00:00+00:00,658.0,659.0,639.98999,648.030029,1353.097168,,
2014-06-11 00:00:00+00:00,648.030029,657.409973,642.450012,648.549988,1773.660034,,
2014-06-12 00:00:00+00:00,648.549988,652.390015,616.919983,620.5,1453.418945,,
2014-06-13 00:00:00+00:00,620.5,630.359985,550.0,569.099976,2230.491211,,
2014-06-14 00:00:00+00:00,569.099976,611.98999,563.190002,591.98999,3609.421143,,
2014-06-15 00:00:00+00:00,591.98999,593.530029,538.799988,566.0,3236.752441,,
2014-06-16 00:00:00+00:00,566.0,592.0,552.109985,592.0,1848.619019,,
2014-06-17 00:00:00+00:00,592.0,610.0,582.049988,586.909973,2400.70166,,
2014-06-18 00:00:00+00:00,586.909973,608.880005,580.0,606.47998,1851.549805,,
2014-06-19 00:00:00+00:00,606.47998,616.0,600.0,607.0,1846.017456,,
2014-06-20 00:00:00+00:00,607.0,609.97998,593.01001,593.419983,1180.20752,,
2014-06-21 00:00:00+00:00,593.419983,597.869995,580.599976,588.02002,1811.026367,,
2014-06-22 00:00:00+00:00,590.76001,594.98999,588.0,589.150024,327.967163,,
2014-06-23 00:00:00+00:00,589.150024,605.049988,588.0,600.340027,1510.114258,,
2014-06-24 00:00:00+00:00,600.340027,601.0,580.47998,588.219971,1880.308594,,
2014-06-25 00:00:00+00:00,588.219971,588.25,572.200012,572.619995,2927.870361,,
2014-06-26 00:00:00+00:00,572.619995,579.700012,555.119995,560.5,2530.939209,,
2014-06-27 00:00:00+00:00,560.5,580.109985,557.72998,579.98999,1666.819214,,
2014-06-28 00:00:00+00:00,579.98999,600.0,575.030029,599.98999,2715.661133,,
2014-06-29 00:00:00+00:00,599.98999,604.210022,589.580017,589.580017,1361.306763,,
2014-06-30 00:00:00+00:00,589.580017,601.789978,589.559998,599.890015,782.085205,,
2014-07-01 00:00:00+00:00,599.890015,647.0,595.51001,641.109985,4051.503662,,
2014-07-02 00:00:00+00:00,641.109985,658.799988,638.0,638.200012,2611.1875,,
2014-07-03 00:00:00+00:00,638.200012,658.22998,638.0,650.48999,1673.490234,,
2014-07-04 00:00:00+00:00,650.48999,652.789978,638.789978,645.98999,3336.416992,,
2014-07-05 00:00:00+00:00,645.98999,650.47998,616.299988,629.0,8738.958008,,
2014-07-06 00:00:00+00:00,629.0,632.969971,623.22998,630.0,1830.58252,,
2014-07-07 00:00:00+00:00,630.0,639.0,622.859985,630.570007,3334.927246,,
2014-07-08 00:00:00+00:00,630.570007,636.0,612.900024,622.090027,6900.460938,,
2014-07-09 00:00:00+00:00,622.090027,626.219971,617.909973,623.97998,2675.154297,,
2014-07-10 00:00:00+00:00,623.97998,626.880005,618.710022,621.969971,2301.770752,,
2014-07-11 00:00:00+00:00,621.969971,623.929993,607.900024,616.869995,6335.712891,,
2014-07-12 00:00:00+00:00,616.869995,635.0,613.460022,635.0,6094.515625,,
2014-07-13 00:00:00+00:00,635.0,642.570007,628.700012,638.070007,3794.237061,,
2014-07-14 00:00:00+00:00,638.070007,638.72998,626.090027,630.880005,4158.76416,,
2014-07-15 00:00:00+00:00,630.880005,632.0,616.840027,621.169983,3827.430176,,
2014-07-16 00:00:00+00:00,621.169983,626.25,618.219971,622.900024,3380.440918,,
2014-07-17 00:00:00+00:00,622.900024,625.0,610.01001,616.859985,5340.942871,,
2014-07-18 00:00:00+00:00,616.859985,629.0,610.0,622.200012,4902.131836,,
2014-07-19 00:00:00+00:00,622.200012,632.960022,618.460022,632.599976,5026.350586,,
2014-07-20 00:00:00+00:00,632.599976,632.599976,625.0,628.630005,1923.590088,,
2014-07-21 00:00:00+00:00,628.630005,630.0,620.0,627.0,1467.588257,,
2014-07-22 00:00:00+00:00,627.0,628.0,615.0,622.72998,3958.191895,,
2014-07-23 00:00:00+00:00,622.72998,624.98999,618.26001,618.320007,3364.106934,,
2014-07-24 00:00:00+00:00,618.320007,623.0,615.51001,621.0,4040.737305,,
2014-07-25 00:00:00+00:00,621.0,621.98999,591.119995,601.659973,10232.389648,,
2014-07-26 00:00:00+00:00,601.659973,609.650024,592.969971,602.929993,4843.78418,,
2014-07-27 00:00:00+00:00,602.929993,603.0,590.0,596.22998,3607.980957,,
2014-07-28 00:00:00+00:00,596.22998,602.830017,589.0,590.299988,3792.775879,,
2014-07-29 00:00:00+00:00,590.299988,596.0,570.5,586.530029,10423.347656,,
2014-07-30 00:00:00+00:00,586.530029,591.950012,578.0,585.950012,4084.095947,,
2014-07-31 00:00:00+00:00,585.950012,586.0,557.119995,563.840027,10498.637695,,
2014-08-01 00:00:00+00:00,563.840027,590.0,555.900024,582.039978,9383.40332,,
2014-08-02 00:00:00+00:00,582.039978,607.200012,581.77002,598.200012,11939.53125,,
2014-08-03 00:00:00+00:00,598.200012,599.090027,584.950012,589.590027,3529.716797,,
2014-08-04 00:00:00+00:00,589.590027,591.0,578.210022,587.530029,2799.50293,,
2014-08-05 00:00:00+00:00,587.530029,595.700012,581.799988,588.5,5258.147949,,
2014-08-06 00:00:00+00:00,588.5,589.0,578.25,581.76001,6905.251465,,
2014-08-07 00:00:00+00:00,581.76001,586.359985,576.440002,581.159973,7580.142578,,
2014-08-08 00:00:00+00:00,581.159973,591.900024,579.0,585.840027,4436.027344,,
2014-08-09 00:00:00+00:00,585.840027,595.0,584.0,588.02002,4367.052246,,
2014-08-10 00:00:00+00:00,588.02002,591.349976,585.210022,587.969971,1626.633057,,
2014-08-11 00:00:00+00:00,587.969971,597.0,586.0,590.960022,3211.097168,,
2014-08-12 00:00:00+00:00,590.960022,590.98999,571.0,573.97998,6086.576172,,
2014-08-13 00:00:00+00:00,573.97998,574.590027,561.900024,566.690002,6463.799316,,
2014-08-14 00:00:00+00:00,566.690002,572.0,533.820007,548.809998,25496.998047,,
2014-08-15 00:00:00+00:00,548.809998,551.859985,497.0,507.98999,25820.9375,,
2014-08-16 00:00:00+00:00,507.98999,521.789978,481.549988,500.25,16594.191406,,
2014-08-17 00:00:00+00:00,500.25,529.799988,485.0,521.969971,12657.814453,,
2014-08-18 00:00:00+00:00,521.969971,524.799988,485.390015,496.859985,10306.408203,,
2014-08-19 00:00:00+00:00,496.859985,510.0,442.0,475.220001,28831.818359,,
2014-08-20 00:00:00+00:00,475.220001,493.980011,472.779999,491.980011,17806.224609,,
2014-08-21 00:00:00+00:00,491.980011,527.01001,466.0,516.390015,19219.986328,,
2014-08-22 00:00:00+00:00,516.390015,534.140015,510.0,519.280029,14186.880859,,
2014-08-23 00:00:00+00:00,519.280029,528.0,510.01001,514.650024,15287.216797,,
2014-08-24 00:00:00+00:00,514.650024,514.690002,487.0,497.0,8432.25,,
2014-08-25 00:00:00+00:00,497.0,515.950012,495.019989,507.850006,5765.350586,,
2014-08-26 00:00:00+00:00,507.850006,508.459991,496.790009,503.820007,5772.817871,,
2014-08-27 00:00:00+00:00,503.82,516.0,508.28,512.18,6716.151,,
2014-08-28 00:00:00+00:00,512.179993,523.090027,510.0,511.869995,7790.269531,,
2014-08-29 00:00:00+00:00,511.869995,514.97998,505.929993,506.0,7119.003418,,
2014-08-30 00:00:00+00:00,506.0,514.97998,501.25,509.299988,6852.054199,,
2014-08-31 00:00:00+00:00,509.299988,509.420013,498.130005,500.850006,4403.399414,,
2014-09-01 00:00:00+00:00,500.850006,504.75,473.329987,479.040009,11289.84668,,
2014-09-02 00:00:00+00:00,479.040009,490.0,472.01001,474.540009,9091.229492,,
2014-09-03 00:00:00+00:00,474.540009,484.609985,470.420013,474.5,7333.506348,,
2014-09-04 00:00:00+00:00,474.5,477.98999,471.0,474.890015,4742.893066,,
2014-09-05 00:00:00+00:00,474.890015,497.0,471.040009,487.429993,10792.841797,,
2014-09-06 00:00:00+00:00,487.429993,489.959991,473.029999,477.649994,5212.458984,,
2014-09-07 00:00:00+00:00,477.649994,485.0,477.160004,479.779999,2770.789551,,
2014-09-08 00:00:00+00:00,479.779999,483.0,474.950012,475.429993,2858.647461,,
2014-09-10 00:00:00+00:00,468.329987,476.399994,462.269989,473.200012,6955.723145,,
2014-09-11 00:00:00+00:00,473.200012,492.0,473.200012,476.570007,11970.427734,,
2014-09-12 00:00:00+00:00,476.570007,480.0,465.0,475.899994,7932.070801,,
2014-09-13 00:00:00+00:00,475.899994,478.0,462.0,474.619995,6097.257324,,
2014-09-14 00:00:00+00:00,474.619995,480.130005,467.429993,477.980011,5828.223145,,
2014-09-15 00:00:00+00:00,477.980011,481.579987,473.589996,475.48999,3883.466309,,
2014-09-16 00:00:00+00:00,475.48999,479.619995,470.0,475.980011,5054.304688,,
2014-09-17 00:00:00+00:00,475.980011,475.980011,462.0,462.019989,5842.730957,,
2014-09-18 00:00:00+00:00,462.019989,465.570007,443.570007,452.089996,12464.805664,,
2014-09-19 00:00:00+00:00,452.089996,452.98999,407.940002,425.0,22052.898438,,
2014-09-20 00:00:00+00:00,425.0,429.0,378.779999,395.859985,29731.597656,,
2014-09-21 00:00:00+00:00,395.859985,431.109985,390.0,408.76001,19903.794922,,
2014-09-22 00:00:00+00:00,408.76001,413.529999,390.0,399.549988,14180.667969,,
2014-09-23 00:00:00+00:00,399.549988,409.380005,397.519989,400.070007,10798.891602,,
2014-09-24 00:00:00+00:00,400.070007,452.670013,393.600006,438.970001,26998.626953,,
2014-09-25 00:00:00+00:00,438.970001,441.779999,418.829987,423.679993,14141.114258,,
2014-09-26 00:00:00+00:00,423.679993,423.899994,405.329987,408.76001,15015.724609,,
2014-09-27 00:00:00+00:00,408.76001,414.350006,396.529999,403.570007,9914.907227,,
2014-09-28 00:00:00+00:00,403.570007,408.98999,396.570007,401.769989,5472.591309,,
2014-09-29 00:00:00+00:00,401.769989,403.98999,368.899994,375.350006,16139.694336,,
2014-09-30 00:00:00+00:00,375.350006,386.029999,365.200012,374.200012,20025.941406,,
2014-10-01 00:00:00+00:00,374.200012,397.75,373.23999,391.089996,14286.238281,,
2014-10-02 00:00:00+00:00,391.089996,393.790009,377.01001,384.859985,13032.605469,,
2014-10-03 00:00:00+00:00,384.859985,385.820007,372.0,374.679993,10414.055664,,
2014-10-04 00:00:00+00:00,374.679993,378.109985,353.75,358.73999,20404.556641,,
2014-10-05 00:00:00+00:00,358.73999,365.070007,322.040009,326.209991,28982.011719,,
2014-10-06 00:00:00+00:00,326.209991,339.429993,275.0,323.519989,61728.742188,,
2014-10-07 00:00:00+00:00,323.519989,347.0,295.890015,328.589996,69538.523438,,
2014-10-08 00:00:00+00:00,328.589996,336.98999,312.369995,334.799988,22961.859375,,
2014-10-09 00:00:00+00:00,334.799988,359.0,326.929993,355.730011,28614.841797,,
2014-10-10 00:00:00+00:00,355.730011,395.549988,349.0,364.01001,47818.464844,,
2014-10-11 00:00:00+00:00,364.01001,380.079987,351.100006,360.890015,20539.826172,,
2014-10-12 00:00:00+00:00,360.890015,368.059998,352.100006,362.0,9973.210938,,
2014-10-13 00:00:00+00:00,362.0,383.600006,354.709991,378.109985,14250.436523,,
2014-10-14 00:00:00+00:00,378.109985,405.0,368.070007,392.600006,26083.757812,,
2014-10-15 00:00:00+00:00,392.600006,417.98999,390.480011,403.380005,24822.316406,,
2014-10-16 00:00:00+00:00,403.380005,404.320007,385.920013,394.519989,19137.558594,,
2014-10-17 00:00:00+00:00,394.519989,399.0,370.100006,383.950012,22766.867188,,
2014-10-18 00:00:00+00:00,383.950012,386.0,370.959991,383.649994,10497.549805,,
2014-10-19 00:00:00+00:00,383.649994,397.290009,377.0,390.579987,7074.854492,,
2014-10-20 00:00:00+00:00,390.579987,394.25,385.0,387.529999,3242.389648,,
2014-10-21 00:00:00+00:00,387.529999,390.649994,376.200012,381.209991,12078.191406,,
2014-10-22 00:00:00+00:00,381.209991,393.519989,378.980011,385.809998,7728.598145,,
2014-10-23 00:00:00+00:00,385.809998,388.869995,380.0,382.040009,8315.631836,,
2014-10-24 00:00:00+00:00,382.040009,384.549988,352.399994,357.179993,21049.839844,,
2014-10-25 00:00:00+00:00,357.179993,363.709991,344.339996,358.859985,15639.294922,,
2014-10-26 00:00:00+00:00,358.859985,359.100006,341.220001,348.690002,11095.760742,,
2014-10-27 00:00:00+00:00,348.690002,363.0,344.5,355.179993,7916.882812,,
2014-10-28 00:00:00+00:00,355.179993,358.649994,349.209991,350.0,9540.688477,,
2014-10-29 00:00:00+00:00,350.0,359.5,352.5,356.96,6970.277,,
2014-10-30 00:00:00+00:00,356.959991,356.959991,333.329987,335.700012,13256.226562,,
2014-10-31 00:00:00+00:00,335.700012,352.829987,332.98999,346.140015,14119.676758,,
2014-11-01 00:00:00+00:00,346.140015,347.959991,335.5,337.98999,7525.791992,,
2014-11-02 00:00:00+00:00,337.98999,339.470001,316.609985,324.700012,14970.331055,,
2014-11-03 00:00:00+00:00,324.700012,329.0,318.23999,324.359985,8335.375,,
2014-11-04 00:00:00+00:00,324.36,333.99,325.0,325.5,11276.203,,
2014-11-05 00:00:00+00:00,325.5,332.899994,320.0,330.220001,13702.920898,,
2014-11-06 00:00:00+00:00,330.220001,344.170013,328.799988,338.380005,15373.244141,,
2014-11-07 00:00:00+00:00,338.380005,353.100006,336.269989,349.98999,14288.762695,,
2014-11-08 00:00:00+00:00,349.98999,352.149994,340.399994,342.160004,7243.125,,
2014-11-09 00:00:00+00:00,342.160004,347.75,340.600006,345.390015,3771.032715,,
2014-11-10 00:00:00+00:00,345.390015,366.350006,343.399994,364.769989,10503.976562,,
2014-11-11 00:00:00+00:00,364.769989,377.769989,357.299988,366.429993,19273.115234,,
2014-11-12 00:00:00+00:00,366.429993,371.519989,360.279999,370.649994,7702.391113,,
2014-11-13 00:00:00+00:00,370.649994,434.799988,369.850006,426.640015,44037.203125,,
2014-11-14 00:00:00+00:00,426.640015,453.920013,381.549988,420.929993,49856.023438,,
2014-11-15 00:00:00+00:00,420.929993,420.929993,382.950012,399.980011,21656.480469,,
2014-11-16 00:00:00+00:00,399.980011,407.220001,369.0,376.98999,14428.673828,,
2014-11-17 00:00:00+00:00,376.98999,395.0,375.0,389.859985,9680.477539,,
2014-11-18 00:00:00+00:00,389.859985,415.0,375.0,387.690002,24309.109375,,
2014-11-19 00:00:00+00:00,387.690002,394.640015,371.0,374.880005,15205.158203,,
2014-11-20 00:00:00+00:00,374.880005,386.390015,371.700012,379.029999,8984.93457,,
2014-11-21 00:00:00+00:00,379.029999,381.799988,351.799988,356.470001,16380.822266,,
2014-11-22 00:00:00+00:00,356.470001,358.48999,342.049988,351.200012,15248.87207,,
2014-11-23 00:00:00+00:00,351.200012,365.929993,350.700012,353.119995,6705.710449,,
2014-11-24 00:00:00+00:00,353.119995,373.5,353.01001,367.170013,7971.850098,,
2014-11-25 00:00:00+00:00,367.170013,389.98999,366.670013,375.98999,19079.585938,,
2014-11-26 00:00:00+00:00,375.98999,395.109985,374.309998,377.369995,15708.874023,,
2014-11-27 00:00:00+00:00,377.369995,379.220001,363.380005,368.5,13018.193359,,
2014-11-28 00:00:00+00:00,368.5,375.329987,366.369995,369.980011,6218.379395,,
2014-11-29 00:00:00+00:00,369.980011,381.339996,358.0,376.859985,13791.801758,,
2014-11-30 00:00:00+00:00,376.859985,386.600006,372.25,375.48999,7252.081543,,
2014-12-01 00:00:00+00:00,375.48999,381.98999,373.320007,377.01001,3085.294434,,
2014-12-02 00:00:00+00:00,377.01001,382.309998,373.029999,376.529999,6937.810547,,
2014-12-03 00:00:00+00:00,376.529999,382.859985,375.230011,379.519989,6549.864746,,
2014-12-04 00:00:00+00:00,379.519989,383.0,374.01001,375.329987,8456.672852,,
2014-12-05 00:00:00+00:00,375.329987,378.98999,360.0,369.160004,12331.317383,,
2014-12-06 00:00:00+00:00,369.160004,377.890015,365.609985,376.0,8600.495117,,
2014-12-07 00:00:00+00:00,376.0,376.98999,371.309998,374.380005,2385.892334,,
2014-12-08 00:00:00+00:00,374.380005,377.5,373.160004,377.26001,2490.667725,,
2014-12-09 00:00:00+00:00,377.26001,377.26001,359.01001,361.299988,11983.47168,,
2014-12-10 00:00:00+00:00,361.299988,364.589996,343.970001,352.029999,18952.683594,,
2014-12-11 00:00:00+00:00,352.029999,353.73999,345.0,345.209991,6957.628418,,
2014-12-12 00:00:00+00:00,345.209991,364.429993,339.799988,348.899994,16350.952148,,
2014-12-13 00:00:00+00:00,348.899994,358.589996,348.0,352.23999,8072.05127,,
2014-12-14 00:00:00+00:00,352.23999,354.410004,347.029999,351.670013,3836.811768,,
2014-12-15 00:00:00+00:00,351.670013,359.299988,347.440002,356.519989,6410.603027,,
2014-12-16 00:00:00+00:00,356.519989,357.299988,346.209991,349.0,8064.686035,,
2014-12-17 00:00:00+00:00,349.0,349.350006,327.339996,329.049988,18060.648438,,
2014-12-18 00:00:00+00:00,329.049988,335.98999,315.230011,322.0,22820.675781,,
2014-12-19 00:00:00+00:00,322.0,325.609985,309.51001,312.670013,21499.416016,,
2014-12-20 00:00:00+00:00,312.670013,320.0,307.109985,318.329987,15956.879883,,
